32110373.62381314	7321357.722018659
32110373.63493332	7321357.69639826
32110373.64605349	7321357.670777861
32110373.65717367	7321357.645157462
32110373.65717367	7321357.628077198
32110373.66829385	7321357.602456799
32110373.67941403	7321357.585376531
32110373.70165439	7321357.525595601
32110373.71277457	7321357.499975202
32110373.72389475	7321357.474354803
32110373.73501492	7321357.44019427
32110373.7461351	7321357.414573871
32110373.75725528	7321357.371873206
32110373.76837546	7321357.337712672
32110373.79061582	7321357.295012007
32110373.82397635	7321357.218150807
32110373.83509653	7321357.183990273
32110373.86845706	7321357.107129073
32110373.89069742	7321357.047348138
32110373.9018176	7321357.013187606
32110373.93517814	7321356.919246136
32110373.96853867	7321356.850925069
32110373.97965885	7321356.799684267
32110374.00189921	7321356.739903332
32110374.02413957	7321356.697202664
32110374.0575001	7321356.620341462
32110374.06862028	7321356.560560524
32110374.11310099	7321356.440998652
32110374.16870189	7321356.329976911
32110374.19094224	7321356.253115705
32110374.2131826	7321356.201874902
32110374.23542296	7321356.13355383
32110374.25766332	7321356.082313025
32110374.29102385	7321356.005451818
32110374.30214403	7321355.954211013
32110374.33550457	7321355.86880967
32110374.35774492	7321355.809028732
32110374.39110546	7321355.732167521
32110374.41334581	7321355.672386582
32110374.44670635	7321355.586985236
32110374.46894671	7321355.518664162
32110374.5245476	7321355.373481872
32110374.5801485	7321355.228299584
32110374.63574938	7321355.083117295
32110374.65798975	7321355.023336349
32110374.69135028	7321354.929394866
32110374.74695117	7321354.784212571
32110374.78031171	7321354.690271085
32110374.80255207	7321354.621950004
32110374.8359126	7321354.536548653
32110374.85815296	7321354.476767705
32110374.8915135	7321354.374286082
32110374.91375385	7321354.314505137
32110374.96935474	7321354.160782699
32110375.01383546	7321354.066841206
32110375.03607582	7321354.00706026
32110375.12503725	7321353.750856189
32110375.1472776	7321353.691075237
32110375.21399868	7321353.537352791
32110375.23623903	7321353.477571839
32110375.26959957	7321353.383630344
32110375.3029601	7321353.289688848
32110375.32520046	7321353.221367758
32110375.36968117	7321353.12742626
32110375.39192153	7321353.067645306
32110375.42528206	7321352.973703807
32110375.48088296	7321352.811441215
32110375.50312331	7321352.751660259
32110375.54760403	7321352.657718757
32110375.56984439	7321352.597937804
32110375.60320492	7321352.495456161
32110375.62544528	7321352.435675207
32110375.65880582	7321352.341733702
32110375.69216635	7321352.281952744
32110375.72552688	7321352.179471102
32110375.74776725	7321352.119690143
32110375.78112778	7321352.025748637
32110375.80336814	7321351.965967677
32110375.87008921	7321351.803705074
32110375.90344974	7321351.709763562
32110375.95905064	7321351.547500953
32110375.99241117	7321351.487719992
32110376.02577171	7321351.393778482
32110376.04801207	7321351.32545738
32110376.0813726	7321351.231515868
32110376.10361296	7321351.171734905
32110376.17033403	7321351.009472288
32110376.20369457	7321350.915530773
32110376.22593492	7321350.847209672
32110376.25929546	7321350.753268152
32110376.28153582	7321350.693487186
32110376.32601653	7321350.591005532
32110376.34825689	7321350.531224565
32110376.40385778	7321350.36896194
32110376.43721832	7321350.27502042
32110376.47057886	7321350.206699315
32110376.52617975	7321350.044436684
32110376.55954028	7321349.941955023
32110376.58178064	7321349.882174052
32110376.62626135	7321349.78823253
32110376.64850171	7321349.719911418
32110376.68186225	7321349.625969892
32110376.7041026	7321349.557648784
32110376.73746314	7321349.463707255
32110376.75970349	7321349.395386145
32110376.80418421	7321349.301444618
32110376.82642457	7321349.233123504
32110376.88202546	7321349.070860864
32110376.915386	7321348.968379194
32110376.94874653	7321348.908598218
32110376.98210707	7321348.806116546
32110377.02658778	7321348.678014456
32110377.05994832	7321348.584072923
32110377.12666939	7321348.421810271
32110377.18227028	7321348.251007479
32110377.23787118	7321348.088744822
32110377.28235189	7321347.986263144
32110377.30459224	7321347.926482163
32110377.36019314	7321347.764219504
32110377.39355367	7321347.661737824
32110377.41579403	7321347.5934167
32110377.44915457	7321347.499475159
32110377.4825151	7321347.431154037
32110377.51587564	7321347.328672353
32110377.538116	7321347.268891369
32110377.59371689	7321347.098088557
32110377.61595725	7321347.038307576
32110377.64931778	7321346.935825888
32110377.71603885	7321346.773563214
32110377.74939939	7321346.671081522
32110377.77163975	7321346.611300539
32110377.82724064	7321346.440497718
32110377.86060118	7321346.346556168
32110377.89396171	7321346.278235037
32110377.9495626	7321346.107432213
32110377.98292314	7321346.01349066
32110378.0051635	7321345.945169531
32110378.06076439	7321345.7743667
32110378.09412492	7321345.680425144
32110378.11636528	7321345.61210401
32110378.16084599	7321345.509622309
32110378.18308635	7321345.441301177
32110378.23868725	7321345.279038485
32110378.29428814	7321345.108235644
32110378.32764868	7321345.00575394
32110378.34988903	7321344.937432804
32110378.39436975	7321344.834951099
32110378.4166101	7321344.775170103
32110378.472211	7321344.604367258
32110378.52781189	7321344.433564408
32110378.56117243	7321344.331082698
32110378.58341278	7321344.262761558
32110378.68349439	7321343.989476994
32110378.70573475	7321343.921155849
32110378.76133564	7321343.750352993
32110378.79469617	7321343.647871276
32110378.81693653	7321343.579550134
32110378.8836576	7321343.408747269
32110378.91701814	7321343.30626555
32110378.9392585	7321343.22940426
32110378.97261903	7321343.126922539
32110378.99485939	7321343.058601392
32110379.02821992	7321342.956119671
32110379.05046028	7321342.887798522
32110379.12830153	7321342.682835074
32110379.15054189	7321342.605973782
32110379.17278225	7321342.53765263
32110379.22838314	7321342.366849754
32110379.27286386	7321342.255827881
32110379.29510421	7321342.18750673
32110379.35070511	7321342.016703845
32110379.38406564	7321341.90568197
32110379.406306	7321341.837360818
32110379.45078671	7321341.734879083
32110379.47302707	7321341.658017783
32110379.50638761	7321341.555536048
32110379.52862796	7321341.487214894
32110379.5619885	7321341.384733159
32110379.58422886	7321341.307871856
32110379.62870957	7321341.20539012
32110379.65094993	7321341.128528817
32110379.70655082	7321340.957725919
32110379.73991136	7321340.846704034
32110379.76215171	7321340.778382871
32110379.86223332	7321340.496558082
32110379.88447367	7321340.419696772
32110379.95119475	7321340.248893864
32110379.98455529	7321340.137871975
32110380.00679564	7321340.069550809
32110380.06239653	7321339.89020775
32110380.10687725	7321339.779185857
32110380.12911761	7321339.710864688
32110380.1847185	7321339.531521624
32110380.21807903	7321339.429039871
32110380.25143957	7321339.352178557
32110380.2848001	7321339.249696802
32110380.30704046	7321339.172835487
32110380.340401	7321339.070353732
32110380.36264136	7321338.993492415
32110380.42936243	7321338.814149339
32110380.46272296	7321338.711667581
32110380.48496332	7321338.634806262
32110380.55168439	7321338.455463182
32110380.60728528	7321338.276120098
32110380.67400636	7321338.096777012
32110380.70736689	7321337.985755099
32110380.72960725	7321337.917433923
32110380.79632832	7321337.738090832
32110380.82968885	7321337.627068916
32110380.85192921	7321337.558747739
32110380.88528975	7321337.447725821
32110380.9075301	7321337.370864494
32110380.95201082	7321337.268382723
32110380.97425118	7321337.191521393
32110381.00761171	7321337.089039621
32110381.02985207	7321337.012178292
32110381.07433279	7321336.901156371
32110381.09657314	7321336.832835186
32110381.1188135	7321336.755973855
32110381.15217403	7321336.65349208
32110381.18553457	7321336.542470155
32110381.21889511	7321336.465608819
32110381.274496	7321336.286265709
32110381.30785653	7321336.17524378
32110381.34121707	7321336.098382443
32110381.39681796	7321335.919039325
32110381.4301785	7321335.808017392
32110381.46353903	7321335.731156053
32110381.51913993	7321335.55181293
32110381.55250046	7321335.440790993
32110381.585861	7321335.363929654
32110381.64146189	7321335.184586523
32110381.67482243	7321335.073564585
32110381.70818296	7321334.996703243
32110381.76378386	7321334.808819957
32110381.79714439	7321334.697798014
32110381.83050493	7321334.629476819
32110381.88610582	7321334.441593528
32110381.91946635	7321334.330571583
32110381.95282689	7321334.253710236
32110382.00842778	7321334.065826939
32110382.0529085	7321333.954804989
32110382.07514886	7321333.877943639
32110382.10850939	7321333.766921689
32110382.13074975	7321333.698600486
32110382.17523047	7321333.579038383
32110382.19747082	7321333.502177032
32110382.23083135	7321333.391155075
32110382.25307171	7321333.322833873
32110382.31979278	7321333.134950561
32110382.35315332	7321333.023928603
32110382.37539368	7321332.947067246
32110382.41987439	7321332.836045288
32110382.44211475	7321332.759183931
32110382.47547529	7321332.648161969
32110382.49771564	7321332.571300611
32110382.54219636	7321332.451738497
32110382.56443671	7321332.374877136
32110382.63115779	7321332.186993809
32110382.66451832	7321332.075971842
32110382.68675868	7321331.999110479
32110382.75347975	7321331.811227149
32110382.78684029	7321331.691665025
32110382.80908065	7321331.614803661
32110382.90916225	7321331.31589835
32110382.94252279	7321331.239036983
32110383.00924386	7321331.008452877
32110383.06484475	7321330.854730139
32110383.12044565	7321330.666846788
32110383.16492636	7321330.547284655
32110383.18716671	7321330.470423283
32110383.25388779	7321330.282539926
32110383.28724832	7321330.16297779
32110383.30948868	7321330.086116415
32110383.35396939	7321329.975094428
32110383.37620975	7321329.898233052
32110383.40957028	7321329.778670911
32110383.43181064	7321329.701809535
32110383.49853171	7321329.505386011
32110383.53189225	7321329.394364021
32110383.56525279	7321329.317502642
32110383.62085368	7321329.121079111
32110383.63197386	7321329.086918499
32110383.72093529	7321328.813633583
32110383.74317564	7321328.7367722
32110383.78765636	7321328.625750203
32110383.80989671	7321328.548888818
32110383.87661779	7321328.352465276
32110383.90997832	7321328.23290312
32110383.93221868	7321328.156041733
32110383.99893975	7321327.968158338
32110384.03230029	7321327.84859618
32110384.05454064	7321327.77173479
32110384.09902136	7321327.652172628
32110384.12126172	7321327.575311234
32110384.15462225	7321327.45574907
32110384.18798279	7321327.378887679
32110384.24358368	7321327.191004275
32110384.31030475	7321326.99458071
32110384.36590564	7321326.798157144
32110384.41038636	7321326.678594974
32110384.43262672	7321326.601733574
32110384.49934778	7321326.405310001
32110384.53270832	7321326.285747827
32110384.55494868	7321326.208886428
32110384.62166975	7321326.021003002
32110384.65503029	7321325.901440823
32110384.68839082	7321325.824579421
32110384.74399172	7321325.628155833
32110384.78847243	7321325.508593651
32110384.81071278	7321325.431732247
32110384.87743386	7321325.235308655
32110384.89967421	7321325.158447245
32110384.94415493	7321325.038885058
32110384.99975582	7321324.842461459
32110385.04423654	7321324.722899268
32110385.0664769	7321324.637497702
32110385.09983743	7321324.526475662
32110385.13319796	7321324.441074094
32110385.1665585	7321324.321511899
32110385.18879886	7321324.244650487
32110385.23327957	7321324.125088289
32110385.25551993	7321324.048226876
32110385.30000065	7321323.928664673
32110385.322241	7321323.851803262
32110385.38896207	7321323.655379642
32110385.45568314	7321323.458956022
